"job_id","job_title","salary_year_avg","company_name","skills"
98048,"Data Engineer, Analytics","207230.21875","Meta","sql"
98048,"Data Engineer, Analytics","207230.21875","Meta","python"
13226,"Principal Data Engineer (Remote U.S. OK)","206000.0","Zscaler","sql"
13226,"Principal Data Engineer (Remote U.S. OK)","206000.0","Zscaler","python"
13226,"Principal Data Engineer (Remote U.S. OK)","206000.0","Zscaler","snowflake"
13226,"Principal Data Engineer (Remote U.S. OK)","206000.0","Zscaler","airflow"
13226,"Principal Data Engineer (Remote U.S. OK)","206000.0","Zscaler","excel"
13226,"Principal Data Engineer (Remote U.S. OK)","206000.0","Zscaler","tableau"
13226,"Principal Data Engineer (Remote U.S. OK)","206000.0","Zscaler","power bi"
36250,"Fully Remote - Golang Data Engineer","205000.0","Durlston Partners","sql"
36250,"Fully Remote - Golang Data Engineer","205000.0","Durlston Partners","golang"
36250,"Fully Remote - Golang Data Engineer","205000.0","Durlston Partners","aws"
384754,"Staff Data Engineer","205000.0","Harnham","sql"
384754,"Staff Data Engineer","205000.0","Harnham","python"
384754,"Staff Data Engineer","205000.0","Harnham","snowflake"
384754,"Staff Data Engineer","205000.0","Harnham","kafka"
384754,"Staff Data Engineer","205000.0","Harnham","kubernetes"
446765,"Data Engineering Manager","205000.0","Alldus","python"
446765,"Data Engineering Manager","205000.0","Alldus","scala"
446765,"Data Engineering Manager","205000.0","Alldus","docker"
50069,"Lead Data Engineer","205000.0","Abridge","python"
50069,"Lead Data Engineer","205000.0","Abridge","typescript"
50069,"Lead Data Engineer","205000.0","Abridge","bigquery"
50069,"Lead Data Engineer","205000.0","Abridge","snowflake"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","sql"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","python"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","nosql"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","scala"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","java"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","shell"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","mongo"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","mysql"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","cassandra"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","azure"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","aws"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","redshift"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","snowflake"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","spark"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","hadoop"
122775,"Lead Data Engineer (Remote-Eligible)","203000.0","Capital One","kafka"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","sql"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","python"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","nosql"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","java"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","shell"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","go"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","mongo"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","mysql"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","cassandra"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","azure"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","aws"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","redshift"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","snowflake"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","spark"
221584,"Lead Data Engineer - Capital One Software (Remote Eligible)","203000.0","Capital One","kafka"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","sql"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","python"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","nosql"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","scala"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","java"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","shell"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","mongo"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","mysql"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","cassandra"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","azure"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","aws"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","redshift"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","snowflake"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","spark"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","hadoop"
1848,"Manager, Data Engineering (Remote-Eligible)","203000.0","Capital One","kafka"
103396,"Lead Data Engineer","200500.0","Wizard","python"
103396,"Lead Data Engineer","200500.0","Wizard","nosql"
103396,"Lead Data Engineer","200500.0","Wizard","java"
103396,"Lead Data Engineer","200500.0","Wizard","mongodb"
103396,"Lead Data Engineer","200500.0","Wizard","redis"
103396,"Lead Data Engineer","200500.0","Wizard","elasticsearch"
103396,"Lead Data Engineer","200500.0","Wizard","mongodb"
103396,"Lead Data Engineer","200500.0","Wizard","cassandra"
103396,"Lead Data Engineer","200500.0","Wizard","dynamodb"
103396,"Lead Data Engineer","200500.0","Wizard","azure"
103396,"Lead Data Engineer","200500.0","Wizard","databricks"
103396,"Lead Data Engineer","200500.0","Wizard","aws"
103396,"Lead Data Engineer","200500.0","Wizard","gcp"
103396,"Lead Data Engineer","200500.0","Wizard","spark"
103396,"Lead Data Engineer","200500.0","Wizard","hadoop"
103396,"Lead Data Engineer","200500.0","Wizard","kafka"
103396,"Lead Data Engineer","200500.0","Wizard","spring"
103396,"Lead Data Engineer","200500.0","Wizard","git"
103396,"Lead Data Engineer","200500.0","Wizard","flow"
103396,"Lead Data Engineer","200500.0","Wizard","github"
103396,"Lead Data Engineer","200500.0","Wizard","bitbucket"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","python"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","nosql"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","scala"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","java"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","shell"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","mongo"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","cassandra"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","azure"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","databricks"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","aws"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","redshift"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","snowflake"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","spark"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","hadoop"
126068,"Lead Data Engineer (Remote-Eligible)","200256.0","Capital One","kafka"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","sql"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","python"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","nosql"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","scala"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","mongodb"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","mysql"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","neo4j"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","elasticsearch"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","mongodb"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","aws"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","redshift"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","spark"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","kafka"
266977,"Principal Data Engineer (Remote)","200000.0","Murmuration","graphql"
130206,"Principal Data Engineer","200000.0","murmuration","sql"
130206,"Principal Data Engineer","200000.0","murmuration","python"
130206,"Principal Data Engineer","200000.0","murmuration","nosql"
130206,"Principal Data Engineer","200000.0","murmuration","scala"
130206,"Principal Data Engineer","200000.0","murmuration","mongodb"
130206,"Principal Data Engineer","200000.0","murmuration","mysql"
130206,"Principal Data Engineer","200000.0","murmuration","neo4j"
130206,"Principal Data Engineer","200000.0","murmuration","elasticsearch"
130206,"Principal Data Engineer","200000.0","murmuration","mongodb"
130206,"Principal Data Engineer","200000.0","murmuration","aws"
130206,"Principal Data Engineer","200000.0","murmuration","redshift"
130206,"Principal Data Engineer","200000.0","murmuration","spark"
130206,"Principal Data Engineer","200000.0","murmuration","kafka"
130206,"Principal Data Engineer","200000.0","murmuration","graphql"
638394,"Data Engineer","200000.0","Vibrant Planet","python"
638394,"Data Engineer","200000.0","Vibrant Planet","spark"
638394,"Data Engineer","200000.0","Vibrant Planet","pandas"
638394,"Data Engineer","200000.0","Vibrant Planet","airflow"
638394,"Data Engineer","200000.0","Vibrant Planet","hadoop"
638394,"Data Engineer","200000.0","Vibrant Planet","jupyter"
488214,"Principal Data Engineer (100% Remote)","200000.0","Averity","sql"
488214,"Principal Data Engineer (100% Remote)","200000.0","Averity","python"
488214,"Principal Data Engineer (100% Remote)","200000.0","Averity","nosql"
488214,"Principal Data Engineer (100% Remote)","200000.0","Averity","scala"
488214,"Principal Data Engineer (100% Remote)","200000.0","Averity","aws"
488214,"Principal Data Engineer (100% Remote)","200000.0","Averity","redshift"
488214,"Principal Data Engineer (100% Remote)","200000.0","Averity","spark"
488214,"Principal Data Engineer (100% Remote)","200000.0","Averity","kafka"
419618,"Principal Data Engineer- $225k (Remote)","200000.0","Averity","scala"
419618,"Principal Data Engineer- $225k (Remote)","200000.0","Averity","aws"
419618,"Principal Data Engineer- $225k (Remote)","200000.0","Averity","spark"
419618,"Principal Data Engineer- $225k (Remote)","200000.0","Averity","kafka"
94315,"Data Engineer, Product Analytics","198500.0","Meta","sql"
165851,"Data Engineering Manager, Analytics","198500.0","Meta","sql"
165851,"Data Engineering Manager, Analytics","198500.0","Meta","python"
165851,"Data Engineering Manager, Analytics","198500.0","Meta","java"
165851,"Data Engineering Manager, Analytics","198500.0","Meta","hadoop"
40495,"Data Engineering Manager, Analytics","198500.0","Meta","sql"
40495,"Data Engineering Manager, Analytics","198500.0","Meta","python"
40495,"Data Engineering Manager, Analytics","198500.0","Meta","java"
40495,"Data Engineering Manager, Analytics","198500.0","Meta","hadoop"
1046827,"Staff Health Data Engineer","197500.0","Nuna Inc.","sql"
1046827,"Staff Health Data Engineer","197500.0","Nuna Inc.","python"
1046827,"Staff Health Data Engineer","197500.0","Nuna Inc.","aws"
1046827,"Staff Health Data Engineer","197500.0","Nuna Inc.","spark"
1046827,"Staff Health Data Engineer","197500.0","Nuna Inc.","airflow"
1046827,"Staff Health Data Engineer","197500.0","Nuna Inc.","git"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","python"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","nosql"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","scala"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","java"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","r"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","azure"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","databricks"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","spark"
49667,"Manager, Engineering, Core Data","197000.0","Sephora","hadoop"
168128,"Principal Data Engineer (Austin, TX or Remote)","197000.0","Gopuff","sql"
168128,"Principal Data Engineer (Austin, TX or Remote)","197000.0","Gopuff","python"
168128,"Principal Data Engineer (Austin, TX or Remote)","197000.0","Gopuff","azure"
168128,"Principal Data Engineer (Austin, TX or Remote)","197000.0","Gopuff","aws"
168128,"Principal Data Engineer (Austin, TX or Remote)","197000.0","Gopuff","spark"
168128,"Principal Data Engineer (Austin, TX or Remote)","197000.0","Gopuff","airflow"
168128,"Principal Data Engineer (Austin, TX or Remote)","197000.0","Gopuff","kafka"
168128,"Principal Data Engineer (Austin, TX or Remote)","197000.0","Gopuff","terraform"
546955,"Data Engineering Manager","195000.0","Motion Recruitment","python"
546955,"Data Engineering Manager","195000.0","Motion Recruitment","spark"
546955,"Data Engineering Manager","195000.0","Motion Recruitment","hadoop"
67801,"Staff Data Engineer","195000.0","Harnham","sql"
67801,"Staff Data Engineer","195000.0","Harnham","python"
67801,"Staff Data Engineer","195000.0","Harnham","aws"
67801,"Staff Data Engineer","195000.0","Harnham","redshift"
67801,"Staff Data Engineer","195000.0","Harnham","airflow"
1624933,"Data engineer remote","194500.0","Navient","sql"
1624933,"Data engineer remote","194500.0","Navient","python"
1624933,"Data engineer remote","194500.0","Navient","aws"
1624933,"Data engineer remote","194500.0","Navient","snowflake"
1624933,"Data engineer remote","194500.0","Navient","airflow"
1624933,"Data engineer remote","194500.0","Navient","jenkins"
1624933,"Data engineer remote","194500.0","Navient","terraform"
1624933,"Data engineer remote","194500.0","Navient","ansible"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","sql"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","python"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","nosql"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","scala"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","java"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","shell"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","azure"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","databricks"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","aws"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","redshift"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","snowflake"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","spark"
65059,"Lead Data Engineer (Remote)","193562.5","Capital One","angular"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","sql"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","python"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","scala"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","java"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","assembly"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","azure"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","aws"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","redshift"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","snowflake"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","gcp"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","spark"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","airflow"
7593,"Staff Data Engineer (Greater NYC Area, NY or Remote)","192500.0","Integral Ad Science","hadoop"
